Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Tracker,Gender (product.metafields.specs.gender),Shape (product.metafields.specs.shape),Polarized (product.metafields.specs.polarized),Frame Material (product.metafields.specs.frame_material),Lens Material (product.metafields.specs.lens_material),Bridge Size (product.metafields.specs.bridge_size_mm),Lens Width (product.metafields.specs.lens_width_mm),Lens Height (product.metafields.specs.lens_height_mm),Temple Length (product.metafields.specs.temple_length_mm),Lens Color (product.metafields.specs.lens_color),Front Colour (product.metafields.specs.front_colour),Temple Material (product.metafields.specs.temple_material),Geofit (product.metafields.specs.geofit),Legacy SKU (product.metafields.internal.legacy_sku),Image Src
oakley-oo9235-0239,"Oakley Encoder Strike Vented — Sport Performance, Matte Black","Frame: Matte Black. Lens: PrzmRoad. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0239,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0239,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923502__P21__noshad__fr.jpg?v=1785244258
oakley-oo9235-0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923502__P21__noshad__qt.jpg?v=1785244261
oakley-oo9235-0339,"Oakley Encoder Strike Vented — Sport Performance, PolishWhite","Frame: PolishWhite. Lens: PrizmField(Purple). Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0339,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0339,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923503__P21__noshad__fr.jpg?v=1785244264
oakley-oo9235-0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923503__P21__noshad__qt.jpg?v=1785244268
oakley-oo9235-0439,"Oakley Encoder Strike Vented — Sport Performance, GammaGreen","Frame: GammaGreen. Lens: PrzmJade. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0439,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0439,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923504__P21__noshad__fr.jpg?v=1785244271
oakley-oo9235-0439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923504__P21__noshad__qt.jpg?v=1785244275
oakley-oo9235-0539,"Oakley Encoder Strike Vented — Sport Performance, Matte Black","Frame: Matte Black. Lens: PrizmSapphire. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0539,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0539,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923505__P21__noshad__fr.jpg?v=1785244278
oakley-oo9235-0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923505__P21__noshad__qt.jpg?v=1785244281
oakley-oo9235-0739,"Oakley Encoder Strike Vented — Sport Performance, TDF Splater","Frame: TDF Splater. Lens: PrzmRoad(Tour De France). Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0739,4624000,5780000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0739,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923507__P21__noshad__fr.jpg?v=1785244284
oakley-oo9235-0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923507__P21__noshad__qt.jpg?v=1785244287
oakley-oo9235-0839,"Oakley Encoder Strike Vented — Sport Performance, Matte Onyx","Frame: Matte Onyx. Lens: PrzmTrailTorch. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-0839,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-0839,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923508__P21__noshad__fr.jpg?v=1785244290
oakley-oo9235-0839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923508__P21__noshad__qt.jpg?v=1785244294
oakley-oo9235-1439,"Oakley Encoder Strike Vented — Sport Performance, FernSwirl","Frame: FernSwirl. Lens: PrizmRoadBlack. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-1439,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-1439,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923514__P21__noshad__fr.jpg?v=1785244297
oakley-oo9235-1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923514__P21__noshad__qt.jpg?v=1785244300
oakley-oo9235-1539,"Oakley Encoder Strike Vented — Sport Performance, Matte CopperPatina","Frame: Matte CopperPatina. Lens: PrizmBlack. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-1539,4264000,5330000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-1539,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923515__P21__noshad__fr.jpg?v=1785244303
oakley-oo9235-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923515__P21__noshad__qt.jpg?v=1785244306
oakley-oo9235-2039,"Oakley Encoder Strike Vented — Sport Performance, Matte GryInk","Frame: Matte GryInk. Lens: PrizmRoad. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 56mm, Temple: 123mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, Encoder Strike Vented, Shield",TRUE,Title,Default Title,,,,,OO9235-2039,4456000,5570000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,56,123,Prizm Road,Matte Black,Injected,Universal Fit,OK9235-2039,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923520__P21__noshad__fr.jpg?v=1783995854
oakley-oo9235-2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9235__923520__P21__noshad__qt.jpg?v=1783995857
oakley-oo9237-0139,"Oakley BXTR Metal — Performance Lifestyle, NS-Matte Black","Frame: NS-Matte Black. Lens: Prizm24K. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-0139,3976000,4970000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-0139,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923701__P21__noshad__fr.jpg?v=1785244310
oakley-oo9237-0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923701__P21__noshad__qt.jpg?v=1785244313
oakley-oo9237-0639,"Oakley BXTR Metal — Performance Lifestyle, Matte TransparentLightCurry","Frame: Matte TransparentLightCurry. Lens: PrizmBrz. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-0639,3384000,4230000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-0639,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923706__P21__noshad__fr.jpg?v=1785244316
oakley-oo9237-0639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923706__P21__noshad__qt.jpg?v=1785244319
oakley-oo9237-0739,"Oakley BXTR Metal — Performance Lifestyle, PolishedBlack","Frame: PolishedBlack. Lens: PrzmJade. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-0739,3976000,4970000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-0739,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923707__P21__noshad__fr.jpg?v=1783995867
oakley-oo9237-0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923707__P21__noshad__qt.jpg?v=1783995870
oakley-oo9237-1039,"Oakley BXTR Metal — Performance Lifestyle, Transparent.Ginger","Frame: Transparent.Ginger. Lens: PrzmBrz. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-1039,3384000,4230000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-1039,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923710__P21__noshad__fr.jpg?v=1785244323
oakley-oo9237-1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923710__P21__noshad__qt.jpg?v=1785244326
oakley-oo9237-1239,"Oakley BXTR Metal — Performance Lifestyle, Matte Moss","Frame: Matte Moss. Lens: PrizmGrey+1NoseP. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-1239,3784000,4730000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-1239,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923712__P21__noshad__fr.jpg?v=1783995873
oakley-oo9237-1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923712__P21__noshad__qt.jpg?v=1783995877
oakley-oo9237-1339,"Oakley BXTR Metal — Performance Lifestyle, TransparentGryInk","Frame: TransparentGryInk. Lens: PrizmGrey+1NoseP. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-1339,3784000,4730000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-1339,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923713__P21__noshad__fr.jpg?v=1783995880
oakley-oo9237-1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923713__P21__noshad__qt.jpg?v=1783995883
oakley-oo9237-1439,"Oakley BXTR Metal — Performance Lifestyle, Matte GryInk","Frame: Matte GryInk. Lens: VintageGold. Man / Shield shape. Fit: Bridge: 139mm, Lens width: 39mm, Lens height: 55mm, Temple: 133mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, BXTR Metal, Shield",TRUE,Title,Default Title,,,,,OO9237-1439,3976000,4970000,,shopify,Man,Shield,FALSE,O_matter,Polycarbonate,139,39,55,133,Prizm 24K,Matte Black,Metal,Universal Fit,OK9237-1439,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923714__P21__noshad__fr.jpg?v=1783995886
oakley-oo9237-1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9237__923714__P21__noshad__qt.jpg?v=1783995889
oakley-oo9244-04,"Oakley HOLBROOK — Performance Lifestyle, *( A )GrySmoke","Frame: *( A )GrySmoke. Lens: RubyIrr, 10. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-04,1700000,2490000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-04,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924404_000A.jpg?v=1785244329
oakley-oo9244-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924404_030A.jpg?v=1785244332
oakley-oo9244-06,"Oakley HOLBROOK — Performance Lifestyle, ( A )PolishClear","Frame: ( A )PolishClear. Lens: ChrIrr(GryMirror). Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-06,1999000,,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-06,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924406_000A.jpg?v=1785244335
oakley-oo9244-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924406_030A.jpg?v=1785244338
oakley-oo9244-0756,"Oakley HOLBROOK A — Performance Lifestyle, sp5s-Mbk","Frame: sp5s-Mbk. Lens: GrnMirf. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK A, Rectangle",TRUE,Title,Default Title,,,,,OO9244-0756,1950000,2490000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-0756,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924407_000A.jpg?v=1785244342
oakley-oo9244-0756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924407_030A.jpg?v=1785244345
oakley-oo9244-13,"Oakley HOLBROOK — Performance Lifestyle, *(A)-CryBlack","Frame: *(A)-CryBlack. Lens: IceIrr, 10. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-13,1950000,2490000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-13,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924413_000A.jpg?v=1785244348
oakley-oo9244-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924413_030A.jpg?v=1785244351
oakley-oo9244-14,"Oakley HOLBROOK — Performance Lifestyle, *(A)-PolishWhite","Frame: *(A)-PolishWhite. Lens: 24K, 10-, (n.1,950). Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-14,2490000,,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-14,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924414_000A.jpg?v=1785244354
oakley-oo9244-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924414_030A.jpg?v=1785244357
oakley-oo9244-1956,"Oakley HOLBROOK — Performance Lifestyle, sp4-(A)MBlack","Frame: sp4-(A)MBlack. Lens: SappIrrPol. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-1956,2350000,3590000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-1956,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924419__STD__noshad__fr.jpg?v=1785244360
oakley-oo9244-1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924419__STD__noshad__qt.jpg?v=1785244363
oakley-oo9244-2056,"Oakley HOLBROOK A — Performance Lifestyle, sp5s-Black","Frame: sp5s-Black. Lens: GoldMirror. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK A, Rectangle",TRUE,Title,Default Title,,,,,OO9244-2056,1950000,2490000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-2056,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924420_000A.jpg?v=1785244367
oakley-oo9244-2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924420_030A.jpg?v=1785244369
oakley-oo9244-2156,"Oakley HOLBROOK — Performance Lifestyle, sp-(A)MBlack","Frame: sp-(A)MBlack. Lens: TorchIrrPol.. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-2156,2350000,3490000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-2156,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924421_000A.jpg?v=1785244373
oakley-oo9244-2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924421_030A.jpg?v=1785244376
oakley-oo9244-2456,"Oakley HOLBROOK — Performance Lifestyle, sp-(A)RubyFdW","Frame: sp-(A)RubyFdW. Lens: PrzBlkIrrPol.. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-2456,2650000,3690000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-2456,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924424_000A.jpg?v=1785244378
oakley-oo9244-2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924424_030A.jpg?v=1785244382
oakley-oo9244-2556,"Oakley HOLBROOK — Performance Lifestyle, sps-(A)MBlack","Frame: sps-(A)MBlack. Lens: PrzmBlkPol. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-2556,2650000,3790000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-2556,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924425__STD__noshad__fr.jpg?v=1785244384
oakley-oo9244-2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924425__STD__noshad__qt.jpg?v=1785244388
oakley-oo9244-2656,"Oakley HOLBROOK — Performance Lifestyle, sp4-(A)MTortoise","Frame: sp4-(A)MTortoise. Lens: PrzmTstenPol. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-2656,2650000,3790000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-2656,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924426_000A.jpg?v=1785244391
oakley-oo9244-2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924426_030A.jpg?v=1785244394
oakley-oo9244-3056,"Oakley HOLBROOK — Performance Lifestyle, sp4-(A)Black","Frame: sp4-(A)Black. Lens: PrzmGrey. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-3056,1700000,2690000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-3056,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924430__STD__noshad__fr.jpg?v=1785244397
oakley-oo9244-3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924430__STD__noshad__qt.jpg?v=1785244400
oakley-oo9244-3156,"Oakley HOLBROOK — Performance Lifestyle, sp4-(A)Black","Frame: sp4-(A)Black. Lens: PrzmRuby. Man / Rectangle shape. Fit: Bridge: 17mm, Lens width: 56mm, Lens height: 43mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, HOLBROOK, Rectangle",TRUE,Title,Default Title,,,,,OO9244-3156,1700000,2890000,,shopify,Man,Rectangle,TRUE,O_matter,Polycarbonate,17,56,43,138,Prizm Black Polarized,Matte Black,Injected,Low Bridge Fit,OK9244-3156,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924431__STD__noshad__fr.jpg?v=1785244403
oakley-oo9244-3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9244__924431__STD__noshad__qt.jpg?v=1785244406
oakley-oo9245-02,"Oakley FROGSKINS — Performance Lifestyle, *PlshBlack","Frame: *PlshBlack. Lens: Polarized BlkIrr, 10. Unisex / Square shape. Fit: Bridge: 17mm, Lens width: 55mm, Lens height: 44mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, FROGSKINS, Square",TRUE,Title,Default Title,,,,,OO9245-02,2990000,,,shopify,Unisex,Square,FALSE,O_matter,Polycarbonate,17,55,44,138,Prizm Sapphire,Matte Black,Injected,Low Bridge Fit,OK9245-02,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9245__924502_000A.jpg?v=1785244410
oakley-oo9245-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9245__924502_030A.jpg?v=1785244413
oakley-oo9245-06,"Oakley FROGSKINS — Performance Lifestyle, *Matte Black","Frame: *Matte Black. Lens: IceIrr, 10. Unisex / Square shape. Fit: Bridge: 17mm, Lens width: 55mm, Lens height: 44mm, Temple: 138mm. Authentic, sold by an authorized retailer.",Oakley,Sunglasses,"Oakley, FROGSKINS, Square",TRUE,Title,Default Title,,,,,OO9245-06,2090000,,,shopify,Unisex,Square,FALSE,O_matter,Polycarbonate,17,55,44,138,Prizm Sapphire,Matte Black,Injected,Low Bridge Fit,OK9245-06,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9245__924506_000A.jpg?v=1785244416
oakley-oo9245-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1056/5215/8545/files/0OO9245__924506_030A.jpg?v=1785244419
